"No","Id","Name","Status","Id","GUID","Name","Cron","Domain","Status","Account","Id","Profile Id","Data Pull","Id","Data Pull","Id","Data Pull","Id","Data Pull"
"491","5fb6c66894138d001dfde574","McManes Automotive",0,"5fb6c67b94138d001dfde581","No Id","Varsity Chrysler Dodge Jeep Ram","varsitychrysler","varsitychrysler.com",0,"","","","","589-476-7401","Yes","992880484411269","Yes","156003301","Yes"
"501","61434e1edd30fec4d7ca941d","Modern Classic Motors",0,"61434e20dd30fec4d7ca9422","No Id","Modern Classic Motors","modernclassicmotorsnet","modernclassicmotors.net",1,"","","","","779-503-4276","Yes","247831883408143","Yes","",""
"502","61434881dd30fec4d7bbcad2","Moncton Kia",0,"61434884dd30fec4d7bbd6e5","No Id","Moncton Kia","monctonkia","monctonkia.ca",1,"false","UA-109667713-50","","","","","2888712831410084","Yes","",""
"529","602e19c8c2954e001e3783a4","Murray Group",1,"602e255fc2954e001e38cba5","No Id","Murray Chevrolet Cadillac Medicine Hat","murraychev","murraychev.ca",0,"false","UA-137985131-7","","","","","","","",""
"531","602e19c8c2954e001e3783a4","Murray Group",1,"61434a2cdd30fec4d7c45428","No Id","Murray Dunn Chrysler Dodge Jeep Ram","dunnramtrucks","dunnramtrucks.ca",0,"false","UA-134636584-42","","","","","","","",""
"532","602e19c8c2954e001e3783a4","Murray Group",1,"61434f46dd30fec4d7ca99f4","No Id","Murray Abbotsford Cadillac","murraycadillacca","murraycadillac.ca",0,"","","","","","","166479698569819","Yes","",""
"546","61c433899810b85e11b645ac","Niagara Motors",0,"61c433921af603bc3917eee5","No Id","Niagara Motors","niagaramotorscom","niagaramotors.com",1,"","","","","","","","","",""
"548","602e2be8c2954e001e38d9f2","Nimnicht Autogroup",0,"602e2beec2954e001e38d9fb","No Id","Nimnicht Chevy","nimnichtchevycom","nimnichtchevy.com",0,"","","","","","","","","",""
"559","61434a23dd30fec4d7c41975","Northside Used",0,"61434a28dd30fec4d7c44feb","No Id","Northside Used","northsideused","northsideused.com",1,"false","UA-134636584-40","","","","","","","",""
"564","61434e99dd30fec4d7ca962b","Okanagan Credit Centre",0,"61434e9bdd30fec4d7ca9630","No Id","Okanagan Credit Centre","okanagancreditcentrecom","okanagancreditcentre.com",1,"","","","","","","","","",""
"575","602e24a0c2954e001e38c9df","Orange Media Group",0,"6143481ddd30fec4d7b95bf1","No Id","Gurnee Volkswagen","gurneevw","gurneevw.com",1,"false","UA-6377702-34","","","","","1496569637047661","Yes","",""
"576","602e24a0c2954e001e38c9df","Orange Media Group",0,"614349dcdd30fec4d7c2d899","No Id","Infiniti of Fort Wayne","fortwayneinfiniti","fortwayneinfiniti.com",1,"false","UA-134636584-7","","","","","409181956575953","Yes","",""
"577","602e24a0c2954e001e38c9df","Orange Media Group",0,"61434e87dd30fec4d7ca95c6","No Id","Indy Genesis","indygenesisnet","indygenesis.net",1,"","","","","","","1839078166251108","Yes","",""
"578","602e24a0c2954e001e38c9df","Orange Media Group",0,"61434e90dd30fec4d7ca95ff","No Id","Genesis of Lafayette","rohrmangenesiscom","genesisoflafayette.net",1,"","","","","","","2821219981450321","Yes","",""
"579","602e24a0c2954e001e38c9df","Orange Media Group",0,"61434eb5dd30fec4d7ca96a1","No Id","Orland Toyota","orlandtoyotacom","orlandtoyota.com",1,"","","","","","","476589980187364","Yes","",""
"587","602e24e4c2954e001e38ca81","Palestine Toyota",0,"602e24e6c2954e001e38ca83","No Id","Palestine Toyota","palestinetoyota","palestinetoyota.com",0,"false","UA-130939443-31","","","","","","","",""
"599","61434f74dd30fec4d7ca9b2d","Performance Kia",0,"61434f76dd30fec4d7ca9b32","No Id","Performance Kia","performancekiaca","performancekia.ca",1,"","","","","110-970-9995","Yes","1671751416362603","Yes","",""
"600","602e23ccc2954e001e38c7fb","Pick My Brain",0,"602e23cec2954e001e38c7fd","No Id","Pick My Brain","pickmybrain","pickmybrain.world",0,"false","UA-107116176-27","","","","","","","",""
"615","61434eaedd30fec4d7ca9680","Ravenel Ford",0,"61434eb1dd30fec4d7ca9685","No Id","Ravenel Ford","ravenelfordcom","ravenelford.com",1,"","","","","","","2825917680993757","Yes","",""
"617","602e2554c2954e001e38cb8e","Ray Skillman",0,"602e2744c2954e001e38cfe2","No Id","Indy Hyundai West","indyhyundaiwest","rayskillmanhyundaiwest.com",0,"false","UA-146366686-12","","","","","","","",""
"626","602e2630c2954e001e38cd91","Ride Time",0,"602e2632c2954e001e38cd93","No Id","Ride Time","ridetime","ridetime.ca",0,"","","","","268-443-9493","Yes","","","",""
"628","602e2a71c2954e001e38d6eb","River City Nissan",0,"602e2a73c2954e001e38d6ed","No Id","River City Nissan","rivercitynissancom","rivercitynissan.com",0,"false","UA-169324917-11","","","","","","","",""
"631","602e2174c2954e001e38c23b","Riverside Chrysler Cornwall",0,"602e2176c2954e001e38c23d","No Id","Riverside Chrysler Cornwall","riversidechrysler","riversidechrysler.ca",0,"false","UA-103385826-1","","","461-431-9182","Yes","","","",""
"646","61434d4edd30fec4d7ca7c75","SMP RV",0,"61434d50dd30fec4d7ca7c7a","No Id","SMP RV","smprvca","smprv.ca",1,"false","UA-169324917-45","","","503-898-0249","Yes","1065111923992265","Yes","",""
"649","614348fadd30fec4d7be05c9","Saskatchewan SPCA",0,"614348fcdd30fec4d7be05ce","No Id","Saskatchewan SPCA","sspca","sspca.ca",1,"false","UA-107116176-25","","","","","210324113129450","Yes","",""
"650","602e23d7c2954e001e38c811","Saskatchewan Wildlife Association",0,"602e23d9c2954e001e38c813","No Id","Saskatchewan Wildlife Association","swf","swf.sk.ca",0,"","","","","","","","","",""
"672","602e26c9c2954e001e38ceda","Sinclair Broadcast Group",0,"602e26cbc2954e001e38cedc","No Id","Lloyd Belt Automotive LLC","lloydbeltautomotive","lloydbeltautomotive.com",0,"","","","","","","625383591291775","Yes","",""
"673","61434fe9dd30fec4d7ca9fac","Smiths Falls Nissan",0,"61434febdd30fec4d7ca9fb1","No Id","Smiths Falls Nissan","smithsfallsnissancom","smithsfallsnissan.com",1,"","","","","","","346920133531049","Yes","",""
"674","61434ee4dd30fec4d7ca9794","Something Splendid",0,"61434ee6dd30fec4d7ca9799","No Id","Something Splendid","somethingsplendidcocom","somethingsplendidco.com",1,"","","","","","","241014014418625","Yes","",""
"687","61434ecddd30fec4d7ca9733","Steele Mitsubishi",0,"61434ecfdd30fec4d7ca9738","No Id","Steele Mitsubishi","steelemitsubishicom","steelemitsubishi.com",1,"","","","","","","","","",""
"691","61434e60dd30fec4d7ca9523","Stetson Auto Group",0,"61434e62dd30fec4d7ca9528","No Id","Stetson GM","stetsongmcom","stetsongm.com",1,"","","","","","","475370320164106","Yes","",""
"693","61434eb9dd30fec4d7ca96bc","Subaru of Corvallis",0,"61434ebbdd30fec4d7ca96c1","No Id","Subaru of Corvallis","subaruofcorvalliscom","subaruofcorvallis.com",1,"","","","","","","722097428410298","Yes","",""
"696","6143494add30fec4d7bfc4e5","Summerland RV Centre",0,"6143494cdd30fec4d7bfc4ea","No Id","Summerland RV Centre","summerlandrv","summerlandrv.com",1,"false","UA-124252380-12","","","","","","","",""
"703","61434e46dd30fec4d7ca94ce","Superior Hyundai Group",0,"61434e49dd30fec4d7ca94d3","No Id","Lakehead Motors","lakeheadmotorsca","lakeheadmotors.ca",1,"","","","","","","1075732426186960","Yes","",""
"710","61435043dd30fec4d7caa15d","Teton Auto Credit",0,"61435045dd30fec4d7caa162","No Id","Teton Auto Credit","tetonautocreditcom","tetonautocredit.com",1,"","","","","","","","","",""
"711","61c433991af603bc3917eefd","Teton Honda of Pocatello",0,"61c433a21af603bc3917ef11","No Id","Teton Honda of Pocatello","tetonhondacom","tetonhonda.com",1,"","","","","","","","","",""
"714","61434df7dd30fec4d7ca9336","The Car Store",0,"61434dfadd30fec4d7ca933b","No Id","The Car Store","thecarstoreca","thecarstore.ca",1,"false","UA-179984697-78","","","","","","","",""
"716","61434c5edd30fec4d7ca7410","Tilleman",0,"61434c60dd30fec4d7ca7415","No Id","Tilleman Motor Company - GMC","tillemanmotorcom","tillemanmotor.com",1,"false","UA-156597236-19","","","119-794-4893","Yes","2732928363464957","Yes","",""
"718","602e28afc2954e001e38d2fc","Tim Dahle",0,"602e28b1c2954e001e38d2fe","No Id","Tim Dahle Infiniti","timdahleinfiniticom","timdahleinfiniti.com",0,"false","UA-154745040-39","","","","","","","",""
"723","61434ebedd30fec4d7ca96ce","Toyota of Corvallis",0,"61434ec1dd30fec4d7ca96d3","No Id","Toyota of Corvallis","toyotaofcorvalliscom","toyotaofcorvallis.com",1,"","","","","","","476430440404795","Yes","",""
"732","61c3ff211af603bc390f5a5b","Vernon Dodge",0,"61c3ff2a1af603bc390f5ff4","No Id","Vernon Dodge","vernondodge","vernondodge.com",1,"false","UA-42553815-47","","","","","","","",""
"733","61c3ff401af603bc390f6f8f","Vernon Kia",0,"61c3ff491af603bc390f772a","No Id","Vernon Kia","vernonkiaca","vernonkia.ca",1,"","","","","","","","","",""
"735","61434bf5dd30fec4d7ca70a7","Voice Motors Chevrolet Buick",0,"61434bf7dd30fec4d7ca70ac","No Id","Voice Motors Chevrolet Buick","voicemotors","voicemotors.com",1,"false","UA-148906878-44","","","","","","","",""
"740","61435016dd30fec4d7caa0bf","Weelborg Autogroup",0,"61435018dd30fec4d7caa0c4","No Id","Weelborg Chevrolet","mykwchevroletcom","mykwchevrolet.com",1,"","","","","","","534684027870036","Yes","",""
"742","61434a50dd30fec4d7c50209","West Texas Nissan",0,"61434a52dd30fec4d7c5020e","No Id","West Texas Nissan","westtexasnissan","westtexasnissan.com",1,"false","UA-137985131-21","","","","","514080849964684","Yes","",""
"756","602e2378c2954e001e38c739","Wolfond Financial",0,"602e237ac2954e001e38c73b","No Id","Wolfond Financial","wolfondfinancial","wolfondfinancial.ca",0,"","","","","963-444-4593","Yes","","","",""
"382","5fb6cfe24a7927001d9f8c64","Knight Group",1,"61da9d52b9538c1ae8435564","55393084","Knight Hyundai","knighthyundaica","knighthyundai.ca",1,"","","","","","","","","",""
"544","602e234ac2954e001e38c6c3","Nelson",1,"602e2358c2954e001e38c6e6","55198759","Autos By Nelson Mt Airy","mountairydeals","mountairydeals.com",1,"false","UA-111241337-37","","","561-171-2500","Yes","231163774743589","Yes","",""
"655","602e19ddc2954e001e3783b8","Scharmach Auto Group",1,"61da8fa0e358d19636e9fc2c","55053366","BMW Motorcycles of Seattle","bmwmcseattlecom","bmwmcseattle.com",1,"","","","","","","","","",""
"690","602e285fc2954e001e38d25b","Stephen Wade",1,"61daa1e8e358d19636eb4464","54490180","Stephen Wade Group Site","stephenwadecom","stephenwade.com",1,"","","","","","","","","",""
"228","602e2713c2954e001e38cf78","D&C Motor Company",1,"61434e8bdd30fec4d7ca95e2","54408874","Beaverton Nissan","beavertonnissancom","beavertonnissan.com",0,"","","","","","","339405327339019","Yes","",""
"377","5fb6cfe24a7927001d9f8c64","Knight Group",1,"61434f52dd30fec4d7ca9a4f","54408871","Moose Jaw Nissan","westernnissanca","moosejawnissan.ca",1,"","","","","","","957648814993973","Yes","",""
"378","5fb6cfe24a7927001d9f8c64","Knight Group",1,"6143501cdd30fec4d7caa0d8","54013014","Knight Honda","knighthondaca","knighthonda.ca",1,"","","","","","","","","",""
"231","602e2713c2954e001e38cf78","D&C Motor Company",1,"61de5468d72ec90ad4879287","53861168","Klamath Falls Honda","klamathfallshondacom","klamathfallshonda.com",1,"","","","","","","","","",""
"657","602e19ddc2954e001e3783b8","Scharmach Auto Group",1,"61da9cd6b9538c1ae84353a3","53861164","Collison Center Northwest","ccnorthwestcom","ccnorthwest.com",1,"","","","","","","","","",""
"230","602e2713c2954e001e38cf78","D&C Motor Company",1,"61de542744fc6a767cc82054","53861158","Klamath Falls Subaru","klamathfallssubarucom","klamathfallssubaru.com",1,"","","","","","","","","",""
"161","61434981dd30fec4d7c0e8aa","Carter Auto Group",1,"61434e29dd30fec4d7ca9446","53550191","Carter Honda","carterhondacom","carterhonda.com",1,"","","","","","","1472129259840938","Yes","",""
"158","61434981dd30fec4d7c0e8aa","Carter Auto Group",1,"61434983dd30fec4d7c0e8af","52892087","Carter Northshore GM","carternorthshore","carternorthshore.com",1,"false","UA-179984697-81","","","","","199888961613412","Yes","",""
"437","602e2778c2954e001e38d05a","Linnihan Foy",0,"61434ff3dd30fec4d7ca9ff4","52892055","Mills Group","millsautocom","millsauto.com",1,"","","","","341-956-9295","Yes","918496435380964","Yes","",""
"207","61435011dd30fec4d7caa0ad","Company of Cars",1,"6143500edd30fec4d7caa0a0","52877636","Vancouver Mitsubishi","vancouvermitsubishicom","vancouvermitsubishi.com",1,"","","","","","","1280038072445838","Yes","",""
"205","61435011dd30fec4d7caa0ad","Company of Cars",1,"61435013dd30fec4d7caa0b2","52877633","Company of Cars","companyofcarscom","companyofcars.com",1,"","","","","","","341745617614310","Yes","",""
"208","61435011dd30fec4d7caa0ad","Company of Cars",1,"61434bfcdd30fec4d7ca70c0","52877631","Legacy Cars","legacycars","legacycars.ca",1,"false","UA-148906878-45","","","","","719048461840376","Yes","",""
"684","61434fdddd30fec4d7ca9f50","Standard",1,"61434fd5dd30fec4d7ca9f30","52327266","Standard Shaunavon","standardshaunavonca","standardshaunavon.ca",1,"","","","","","","812281073057628","Yes","",""
"685","61434fd3dd30fec4d7ca9f2b","Standard Shaunavon",0,"61434fd5dd30fec4d7ca9f30","52327266","Standard Shaunavon","standardshaunavonca","standardshaunavon.ca",1,"","","","","","","812281073057628","Yes","",""
"52","602e2183c2954e001e38c25e","Auto Canada",0,"61434fa3dd30fec4d7ca9d18","52218249","Fish Creek Nissan","fishcreeknissancalgaryca","fishcreeknissancalgary.ca",1,"","","","","","","","","",""
"316","602e2955c2954e001e38d473","Hayes Automotive Group",1,"602e295bc2954e001e38d47f","52124365","Hayes Chrysler Lawrenceville","hayeschryslerlawrencevillecom","hayeschryslerlawrenceville.com",0,"smediaanalytic","UA-157545294-39","211900409","Yes","527-194-1325","Yes","576604282929903","Yes","",""
"71","602e2bc2c2954e001e38d9ab","AutoFlyte",0,"602e2bc8c2954e001e38d9b5","52120931","Performance Toyota","performancetoyotastorecom","performancetoyotastore.com",1,"false","UA-179984697-89","","","","","","","",""
"666","602e29c9c2954e001e38d576","Sherwood Park Toyota",0,"602e29cbc2954e001e38d578","52100280","Alberta Credit Centre","albertacreditcentrecom","albertacreditcentre.com",0,"false","UA-159081726-47","","","","","","","",""
"422","602e2778c2954e001e38d05a","Linnihan Foy",0,"602e277ac2954e001e38d05c","52100085","Chippewa Valley Mazda","morrieschippewavalleymazda","chippewavalleymazda.com",1,"false","UA-147963671-9","","","230-517-2939","Yes","3313776972062954","Yes","",""
"277","602e21d2c2954e001e38c320","Failsafe Housing (HJ Linnen)",0,"602e21d4c2954e001e38c322","51927116","Failsafe Housing (HJ Linnen)","failsafehouselifting","failsafehouselifting.com",1,"smediawebmastertool","UA-91934241-1","140401164","Yes","879-347-2171","Yes","","","",""
"472","602e221cc2954e001e38c3dd","MacDonald Buick GMC",1,"602e221ec2954e001e38c3df","51851097","Macdonald Buick GMC Cadillac_fr","macdonaldbuickgmc_fr","macdonaldbuickgmc.com",1,"false","UA-42553815-50","","","","","1085701114801184","Yes","",""
"374","5fb6cfe24a7927001d9f8c64","Knight Group",1,"614349c7dd30fec4d7c23a8e","51843368","Prince Albert Toyota","frankdunntoyota","princealberttoyota.ca",1,"false","UA-130939443-23","","","497-434-0656","Yes","","","",""
"533","602e19c8c2954e001e3783a4","Murray Group",1,"61434e2fdd30fec4d7ca9458","51765351","Murray Cadillac Brandon","murraycadillacbrandoncom","murraycadillacbrandon.com",1,"","","","","","","2816019482009760","Yes","",""
"101","602e2751c2954e001e38cfff","Benson Group",0,"602e2a7cc2954e001e38d702","51757443","Benson Nissan Easley","nissaneasleycom","nissaneasley.com",1,"false","UA-169324917-15","","","","","700327503844217","Yes","",""
"747","602e220dc2954e001e38c3b6","Wheaton",1,"61434f27dd30fec4d7ca98e4","51757439","Grande Prairie Wheaton Cadillac","gpcadillaccom","gpcadillac.com",1,"","","","","364-799-0976","Yes","301966864651990","Yes","",""
"365","602e25a7c2954e001e38cc4a","Kirksville Motor Co",0,"5ea334431033fe0e326ac3c5","51757432","Kirksville Motor Co","kirksvillemotorco","kirksvillemotorco.com",1,"false","UA-137985131-36","","","251-137-1578","Yes","450497639040135","Yes","",""
"401","602e279dc2954e001e38d0ae","Lia",0,"602e279fc2954e001e38d0b0","51757427","Lia Nissan of Colonie","lianissanschenectady","lianissanschenectady.com",1,"smediaanalytic","UA-146366686-38","202278306","Yes","","","","","",""
"642","602e153ec2954e001e378372","Roy Foss",1,"61434eebdd30fec4d7ca97ab","51757423","Roy Foss Thornhill Cadillac","royfosscadillacthornhillcom","royfosscadillacthornhill.com",1,"","","","","461-815-0100","Yes","447682036494280","Yes","",""
"620","602e2403c2954e001e38c873","Regina Humane Society",0,"602e2406c2954e001e38c875","51757127","Regina Humane Society","reginahumanesociety","reginahumanesociety.ca",0,"false","UA-107116176-35","","","","","261731007965112","Yes","",""
"647","602e22edc2954e001e38c5e0","Salmon Arm GM",0,"602e22efc2954e001e38c5e2","51757120","Salmon Arm GM","salmonarmgm","salmonarmgm.com",0,"false","UA-107606308-21","","","568-152-9000","Yes","1505091056195519","Yes","",""
"681","61434fdddd30fec4d7ca9f50","Standard",1,"61434fdfdd30fec4d7ca9f55","51740692","Standard Dodge","standarddodgeca","standarddodge.ca",1,"","","","","139-357-8091","Yes","174911177880810","Yes","",""
"683","61434fdddd30fec4d7ca9f50","Standard",1,"61434fdadd30fec4d7ca9f42","51740690","Standard Nissan","standardnissanca","standardnissan.ca",1,"","","","","906-835-0952","Yes","483470086252796","Yes","",""
"656","602e19ddc2954e001e3783b8","Scharmach Auto Group",1,"61da90ebf9f9dd646f44b09a","51740685","Scharmach Automotive Group","scharmachautocom","scharmachauto.com",1,"","","","","","","","","",""
"227","602e2713c2954e001e38cf78","D&C Motor Company",1,"61434cc8dd30fec4d7ca77db","51735554","Gladstone Mitsubishi","gladstonemitsubishicom","gladstonemitsubishi.com",1,"false","UA-159081726-39","","","","","","","",""
"351","602e2756c2954e001e38d00a","Kalispell Group",1,"602e2758c2954e001e38d00c","51735548","Kalispell Volkswagen","kalispellvolkswagen","kalispellvolkswagen.com",1,"false","UA-146366686-26","","","563-901-9725","Yes","505605646674694","Yes","",""
"476","602e2221c2954e001e38c3e9","Mainline",1,"602e2452c2954e001e38c920","51732216","Manitou Mainline Chrysler","manitoumainlinechrysler","manitoumainlinechrysler.ca",1,"","","","","407-053-8603","Yes","1996678063686244","Yes","156002885","Yes"
"520","602e268bc2954e001e38ce50","Move Metal Agency",0,"602e268dc2954e001e38ce52","51728946","Addison GM","addisongm","addisononerinmills.com",0,"","","","","","","","","",""
"521","602e268bc2954e001e38ce50","Move Metal Agency",0,"602e26e7c2954e001e38cf1a","51728942","Mills Buick GMC","millsbuickgmc","millsbuickgmc.com",0,"","","","","","","","","",""
"380","5fb6cfe24a7927001d9f8c64","Knight Group",1,"5fb6c41094138d001dfde51f","51728933","MB Regina","mbregina","mercedes-benz-regina.ca",1,"false","UA-66725078-1","","","303-035-6432","Yes","958810354156928","Yes","150375661","Yes"
"135","602e2387c2954e001e38c75d","CBC Automotive Marketing Group",0,"602e23c9c2954e001e38c7f1","51728896","Mungenast St. Louis Honda","stlouishonda","stlouishonda.com",0,"false","UA-118985773-8","","","","","","","",""
"38","602e2183c2954e001e38c25e","Auto Canada",0,"61434b73dd30fec4d7ca6b71","51728876","Abbotsford VW","abbotsfordvw","abbotsfordvw.ca",1,"false","UA-122092463-29","","","206-759-1830","Yes","1737091343190323","Yes","",""
"30","602e2183c2954e001e38c25e","Auto Canada",0,"602e2b21c2954e001e38d85f","51728875","Audi Winnipeg","audiwinnipegcom","audiwinnipeg.com",0,"false","UA-171699954-69","","","","","","","",""
"619","61434898dd30fec4d7bc1aa2","Regina Foodbank",0,"602e2341c2954e001e38c6b0","51728874","Regina Foodbank","reginafoodbank","reginafoodbank.ca",0,"","","","","","","","","",""
"27","602e2183c2954e001e38c25e","Auto Canada",0,"602e2740c2954e001e38cfd9","51728872","Chilliwack VW","chilliwackvw","chilliwackvw.ca",0,"false","UA-122092463-31","","","","","","","",""
"29","602e2183c2954e001e38c25e","Auto Canada",0,"602e2b1dc2954e001e38d858","51728869","Grande Prairie Volkswagen","gpvolkswagenca","gpvolkswagen.ca",0,"false","UA-171699954-71","","","","","","","",""
"58","602e2183c2954e001e38c25e","Auto Canada",0,"602e244ec2954e001e38c916","51728867","McNaught GM","mcnaught","mcnaught.com",1,"false","UA-118985773-31","","","","","1737102746522516","Yes","",""
"23","602e2183c2954e001e38c25e","Auto Canada",0,"602e2185c2954e001e38c260","51728865","Saskatoon Motor Products","smpchev","smpchev.ca",1,"false","UA-12553365-1","","","","","1737087769857347","Yes","",""
"28","602e2183c2954e001e38c25e","Auto Canada",0,"602e2b19c2954e001e38d851","51728864","Sherwood Park Volkswagen","sherwoodpark_vwca","sherwoodpark-vw.ca",0,"false","UA-171699954-72","","","","","","","",""
"229","602e2713c2954e001e38cf78","D&C Motor Company",1,"61434ee1dd30fec4d7ca9786","51728859","Volvo Cars Bend","volvoofbendcom","volvoofbend.com",1,"","","","","","","","","",""
"556","602e233ac2954e001e38c6a2","North Bay Auto Group",1,"602e2ba6c2954e001e38d96e","51726641","Next Gen Auto","nextgenautoca","nextgenauto.ca",1,"false","UA-179984697-66","","","510-647-9639","Yes","837029200255094","Yes","",""
"64","602e2bb8c2954e001e38d996","Auto Group South",1,"61434e5cdd30fec4d7ca9513","51726640","Performance Dodge Chrysler Jeep","performancedodgejeepcom","performancedodgejeep.com",1,"","","","","160-308-7623","Yes","1939974182800936","Yes","",""
"400","602e24dac2954e001e38ca68","Lexus of Fort Wayne",0,"602e24dcc2954e001e38ca6a","51726621","Lexus of Fort Wayne","lexusofftwayne","lexusofftwayne.com",1,"false","UA-6377702-40","","","","","1363525450456648","Yes","",""
"433","602e2778c2954e001e38d05a","Linnihan Foy",0,"602e2af8c2954e001e38d80a","51726620","Carlock VW of North Nashville","volkswagenofnorthnashvillecom","volkswagenofnorthnashville.com",1,"false","UA-171699954-51","","","","","801064947382584","Yes","",""
"434","602e2778c2954e001e38d05a","Linnihan Foy",0,"602e2b01c2954e001e38d81e","51721091","Carlock VW of Cool Springs","hallmarkvwcoolspringscom","volkswagenofcoolsprings.com",0,"false","UA-171699954-52","","","","","760720707822587","Yes","",""
"761","602e29b0c2954e001e38d540","Yellowknife Motors",0,"602e29b2c2954e001e38d542","51721087","Yellowknife Motors","yellowknifemotorscom","yellowknifemotors.com",1,"false","UA-159081726-34","","","517-165-8307","Yes","184661719642559","Yes","",""
"623","602e248dc2954e001e38c9b2","Revolution Auto Group",0,"602e248fc2954e001e38c9b4","51721083","Western Auto Imports","westernautoimports","westernautoimports.ca",1,"smediaanalytic","UA-127273656-31","185347772","Yes","395-448-1250","Yes","330948694369987","Yes","",""
"741","602e2663c2954e001e38ce00","West Shore Marine",0,"602e2665c2954e001e38ce02","51721082","West Shore Marine","westshoremarine","westshoremarine.ca",1,"false","UA-141626127-20","","","","","200969850782806","Yes","",""
"737","602e28b8c2954e001e38d310","Wagner Motorsports",0,"602e28bac2954e001e38d312","51721081","Wagner Motorsports","wagnermotorsportcom","wagnermotorsport.com",1,"smediaanalytic","UA-156597236-20","210058735","Yes","","","771322920054111","Yes","",""
"731","602e283cc2954e001e38d213","VI Honda",0,"602e283ec2954e001e38d215","51721077","VI Honda","vihonda","vihonda.ca",1,"false","UA-151218577-19","","","","","497809990853278","Yes","",""
"727","602e2856c2954e001e38d24a","Truck Finders",0,"602e2858c2954e001e38d24c","51721074","Truck Finders","truckfindersca","truckfinders.ca",1,"smediaanalytic","UA-151218577-34","207522016","Yes","","","","","",""
"65","602e287ac2954e001e38d291","Auto Inc",0,"602e287cc2954e001e38d293","51721071","Toyota of Wichita Falls","toyotaofwfcom","toyotaofwf.com",1,"false","UA-151218577-46","","","","","","","",""
"721","602e2afbc2954e001e38d813","Tony Graham Auto Group",0,"602e2afdc2954e001e38d815","51721069","Tony Graham Lexus","tonygrahamlexuscom","tonygrahamlexus.com",1,"false","UA-171699954-49","","","","","4577576208980655","Yes","",""
"713","602e26fac2954e001e38cf42","Teton Volkswagen",0,"602e26fcc2954e001e38cf44","51721066","Teton Volkswagen","tetonvw","tetonvw.com",1,"false","UA-143782155-36","","","","","475201423299692","Yes","",""
"695","602e2192c2954e001e38c284","Sullivan Motor Products",1,"602e2194c2954e001e38c286","51721061","Sullivan Motor Products","sullivangm","sullivangm.com",1,"false","UA-72810919-1","","","641-908-1085","Yes","1077108848993744","Yes","",""
"676","602e2868c2954e001e38d26f","South Trail Nissan",0,"602e286ac2954e001e38d271","51721056","South Trail Nissan","southtrailnissanca","southtrailnissan.ca",1,"smediaanalytic","UA-151218577-38","207637010","Yes","469-035-5393","Yes","475422413102403","Yes","156003300","Yes"
"663","602e2382c2954e001e38c750","Sherwood Buick GMC",0,"602e2384c2954e001e38c752","51721048","Sherwood Buick GMC","sherwoodbuick","sherwoodbuickgmc.com",0,"false","UA-28995074-1","","","","","304145750521146","Yes","156003002","Yes"
"561","602e19e8c2954e001e3783c2","Northwest Preowned Center",0,"602e19edc2954e001e3783c4","51721045","Northwest Preowned Center","northwestpreownedcenter","northwestpreownedcenter.com",1,"false","UA-105300356-1","","","423-491-0778","Yes","1465281076843184","Yes","156003208","Yes"
"653","602e19ddc2954e001e3783b8","Scharmach Auto Group",1,"602e22f4c2954e001e38c5ef","51721042","BMW Northwest","bmwnorthwest","bmwnorthwest.com",1,"false","UA-107116176-5","","","","","1529162523788372","Yes","156003207","Yes"
"146","602e22bec2954e001e38c573","Canada Auto One Group",0,"602e236cc2954e001e38c71c","51721035","Scarborough Toyota","scarboroughtoyota","scarboroughtoyota.ca",0,"smediawebmastertool","UA-25273590-1","","","","","","","",""
"136","602e2387c2954e001e38c75d","CBC Automotive Marketing Group",0,"602e24b0c2954e001e38ca01","51720915","Dave Smith Ford","davesmithfordonline","davesmithfordonline.com",0,"","","","","","","524107138523636","Yes","",""
"614","602e2a5dc2954e001e38d6bf","RV Superstore",0,"602e28bfc2954e001e38d31d","51720914","RV Superstore","rvsuperstoresaskatooncom","rvsuperstoresaskatoon.com",1,"false","UA-167380325-42","","","","","2728837950721039","Yes","",""
"639","602e153ec2954e001e378372","Roy Foss",1,"602e1542c2954e001e378374","51720911","Roy Foss Woodbridge","royfosswoodbridge","royfosswoodbridge.com",1,"false","UA-66041715-1","","","374-204-6959","Yes","958815637489733","Yes","",""
"633","602e258ec2954e001e38cc10","Rocky's Harley-Davidson",0,"602e2590c2954e001e38cc12","51720907","Rocky's Harley-Davidson","rockys_harley","rockys-harley.com",1,"smediaanalytic","UA-107851543-1","197455756","Yes","","","583664365477910","Yes","156002953","Yes"
"625","602e248dc2954e001e38c9b2","Revolution Auto Group",0,"602e2498c2954e001e38c9c8","51720498","Revolution Mazda","revolutionmazda","revolutionmazda.ca",1,"smediaanalytic","UA-127273656-29","185378450","Yes","979-921-0156","Yes","1546959275449111","Yes","156003054","Yes"
"624","602e248dc2954e001e38c9b2","Revolution Auto Group",0,"602e2494c2954e001e38c9bd","51720494","Revolution Kia","revolutionkia","revolutionkia.ca",1,"smediaanalytic","UA-127273656-30","185321052","Yes","323-379-7891","Yes","191560475085059","Yes","156003053","Yes"
"605","602e2ae9c2954e001e38d7ec","Platinum Autosport - Saskatoon",0,"602e2aebc2954e001e38d7ee","51720479","Platinum Autosport - Saskatoon","platinumautosportcom","platinumautosport.com",1,"smediaanalytic","UA-171699954-33","226544545","Yes","227-738-2531","Yes","915495212295624","Yes","",""
